"","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","45","45","45","","Cilia","GOBP_CILIUM_MOVEMENT","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","1.50830947956616e-11","1.70107143105471e-08","0.863415391606693","0.661710992780918","2.47364472750293","99","c(""DNAH11"", ""SPAG17"", ""CFAP54"", ""CFAP43"", ""HYDIN"", ""DNAH7"", ""SPEF2"", ""RFX3"", ""CFAP44"", ""DNAH9"", ""SPAG16"", ""DNAH5"", ""CFAP61"", ""CFAP70"", ""DRC1"", ""TTLL9"", ""KIF27"", ""CCDC40"", ""DNAI1"", ""ZBBX"", ""JHY"", ""DNAAF4"", ""CFAP47"", ""CFAP52"", ""ARMC2"", ""TEKT1"", ""NME5"", ""KIF9"", ""CFAP221"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP46"", ""CFAP69"", ""MNS1"", ""DNAI2"", ""CFAP206"", ""CFAP100"", ""RGN"", ""SPAG6"", ""STK36"", ""TTC29"", ""NEK10"", ""DAW1"")"
"2","46","46","46","","Cilia","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY","GO:0001539","Cell motility due to movement of eukaryotic cilia or bacterial-type flagella or archaeal-type flagella. [GOC:cilia, GOC:hjd, GOC:krc]","GO:0001539","Cell motility due to movement of eukaryotic cilia or bacterial-type flagella or archaeal-type flagella. [GOC:cilia, GOC:hjd, GOC:krc]","GO:0001539","Cell motility due to movement of eukaryotic cilia or bacterial-type flagella or archaeal-type flagella. [GOC:cilia, GOC:hjd, GOC:krc]","GO:0001539","Cell motility due to movement of eukaryotic cilia or bacterial-type flagella or archaeal-type flagella. [GOC:cilia, GOC:hjd, GOC:krc]","1.19474050434776e-08","7.48571300446338e-06","0.747739663149885","0.654014109511722","2.40858763442983","77","c(""DNAH11"", ""CFAP54"", ""CFAP43"", ""DNAH6"", ""DNAH7"", ""SPEF2"", ""RFX3"", ""CFAP44"", ""DNAH14"", ""SPAG16"", ""DNAH5"", ""DRC1"", ""TTLL9"", ""EFHC1"", ""CCDC40"", ""DNAI1"", ""CFAP47"", ""CFAP52"", ""ARMC2"", ""TEKT1"", ""KIF9"", ""EFHC2"", ""IQCG"", ""CCDC39"", ""CFAP46"", ""CFAP69"", ""MNS1"", ""CFAP206"", ""DNAH3"", ""RGN"", ""SPAG6"")"
"3","47","47","47","","Cilia","GOBP_MOTILE_CILIUM_ASSEMBLY","GO:0044458","The aggregation, arrangement and bonding together of a set of components to form a motile cilium. [GO_REF:0000079, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:19776033, PMID:21129373, ZFIN:dsf]","GO:0044458","The aggregation, arrangement and bonding together of a set of components to form a motile cilium. [GO_REF:0000079, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:19776033, PMID:21129373, ZFIN:dsf]","GO:0044458","The aggregation, arrangement and bonding together of a set of components to form a motile cilium. [GO_REF:0000079, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:19776033, PMID:21129373, ZFIN:dsf]","GO:0044458","The aggregation, arrangement and bonding together of a set of components to form a motile cilium. [GO_REF:0000079, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:19776033, PMID:21129373, ZFIN:dsf]","3.32543880465042e-07","0.000156267911828531","0.674962860011025","0.729452238035843","2.53611503930023","37","c(""CFAP43"", ""SPEF2"", ""CFAP44"", ""SPAG16"", ""CCDC40"", ""JHY"", ""CFAP47"", ""ARMC2"", ""CFAP221"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP69"", ""MNS1"", ""BBOF1"", ""CFAP206"", ""SPATA6"", ""SPAG6"", ""INTU"", ""FOXJ1"")"
"4","48","48","48","","Cilia","GOBP_CELL_PROJECTION_ASSEMBLY","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","4.470041558264e-07","0.000180046888193219","0.674962860011025","0.413109867371466","1.63990368008979","449","c(""GPM6A"", ""SPAG17"", ""CFAP54"", ""CFAP43"", ""HYDIN"", ""DNAH7"", ""NLGN1"", ""KANK1"", ""GALNT11"", ""SPEF2"", ""TENM2"", ""SHTN1"", ""RFX3"", ""CFAP44"", ""ABLIM1"", ""EZR"", ""VAV3"", ""ARHGEF4"", ""SPAG16"", ""DNAH5"", ""SPAG1"", ""RPGR"", ""ABCC4"", ""RFX2"", ""SLIT2"", ""CFAP70"", ""DRC1"", ""KIF27"", ""CCDC40"", ""DYNC2H1"", ""SPATA13"", ""DNAI1"", ""ARMC9"", ""DCDC2"", ""MYO10"", ""AUTS2"", ""JHY"", ""DNAAF4"", ""PIBF1"", ""CFAP47"", ""CFAP52"", ""ARMC2"", ""COBL"", ""TEKT1"", ""TTC39C"", ""STAU2"", ""NME5"", ""CFAP221"", ""WASF3"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP46"", ""ODF2"", ""CFAP69"", 
""TMEM67"", ""LRGUK"", ""MNS1"", ""DNM3"", ""RAB3IP"", ""DNAI2"", ""BBOF1"", ""EVI5"", ""CEP126"", ""CFAP206"", ""CFAP100"", ""CFAP161"", ""OCLN"", ""DISC1"", ""MAK"", ""CCDC57"", ""CFAP74"", ""ARHGEF26"", ""ARL13B"", ""IFT74"", ""AHI1"", ""APC"", ""B9D1"", ""RDX"", ""SPATA6"", ""ACTN2"", ""SPAG6"", ""WWTR1"", ""MPHOSPH9"", ""CDC14A"", ""WDR19"", ""ODF2L"", ""INTU"", ""IFT172"", ""FGD6"", ""RAB8B"", ""DNAL1"", ""DNAH2"", ""WDPCP"", ""BBS9"", ""FOXJ1"", ""PIP5K1A"", ""IFT80"", ""STK36"", ""CPLANE1"", ""TTC26"", ""WASHC1"", ""CCP110"", ""DNAJB13"", ""DAW1"", ""KCNQ1"", ""FNBP1L"", ""MAPK15"", ""RAB17"", 
""RIPOR2"", ""WDR35"", ""ZMYND10"", ""TBC1D30"", ""TBC1D13"", ""PIK3R1"", ""PCM1"", ""ITGB4"", ""FAM161A"", ""CCDC13"", ""RFX4"", ""TCTN1"", ""GBF1"", ""DZIP1"", ""LIMK2"", ""PTPRO"", ""ARHGAP35"", ""IFT57"", ""IQUB"", ""SDCBP"", ""GAS8"", ""BBS4"", ""MINK1"", ""KIF24"", ""TBC1D19"", ""SLC9A3R1"", ""DYNC2LI1"", ""TBC1D14"", ""RSPH1"", ""CFAP157"", ""TRAF3IP1"", ""TTC8"", ""DYNLL1"", ""EPHB2"", ""USP6NL"", ""RPGRIP1L"", ""RSPH4A"", ""GORAB"", ""PARVB"", ""WDR11"", ""TTLL1"", ""HSPB11"", ""TWF1"", ""CDH13"", ""RILPL1"", ""ARAP1"", ""PODXL"", ""KIF3B"", ""CFAP298"")"
"5","49","49","49","","Cilia","GOBP_CELL_PROJECTION_ORGANIZATION","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","3.84464347842463e-05","0.0056401114194955","0.557332238758646","0.335477288015803","1.3617667817063","1079","c(""LAMA2"", ""ROR2"", ""GPM6A"", ""ENPP2"", ""SPAG17"", ""CFAP54"", ""FLRT2"", ""CFAP43"", ""CTNND2"", ""CUX2"", ""HYDIN"", ""ADGRV1"", ""DNAH7"", ""GAS7"", ""TRPV4"", ""EFNA5"", ""PTPRM"", ""NLGN1"", ""KANK1"", ""GALNT11"", ""SLC39A12"", ""FGFR2"", ""SPEF2"", ""SLC23A2"", ""TENM2"", ""SHTN1"", ""RFX3"", ""TMEM108"", ""CFAP44"", ""ABLIM1"", ""EZR"", ""VAV3"", ""INSR"", ""DNAH9"", ""CPEB3"", ""ARHGEF4"", ""SGK1"", ""APOD"", ""LAMB1"", ""NRXN3"", ""SPAG16"", ""CRPPA"", ""DNAH5"", ""SPAG1"", ""RPGR"", ""ABCC4"", ""RFX2"", ""CFAP61"", ""LGI1"", ""EPHA4"", ""PLXNA2"", ""PTK7"", ""SLIT2"", ""CFAP70"", ""DRC1"", 
""KIF27"", ""DIP2B"", ""TENM3"", ""CCDC40"", ""DYNC2H1"", ""SPATA13"", ""DNAI1"", ""PRKCQ"", ""ARMC9"", ""DCDC2"", ""SPOCK1"", ""B2M"", ""LMX1A"", ""MYO10"", ""AUTS2"", ""RPS6KA5"", ""BOC"", ""JHY"", ""DNAAF4"", ""PIBF1"", ""CTNNA2"", ""CFAP47"", ""BMPR1B"", ""GOLGA4"", ""SYT17"", ""CFAP52"", ""ARMC2"", ""COBL"", ""TEKT1"", ""SFRP1"", ""PAK3"", ""CDH11"", ""TTC39C"", ""NR2F1"", ""STAU2"", ""NREP"", ""NRXN1"", ""EPB41L3"", ""IL1RAPL1"", ""LRRC4C"", ""NME5"", ""NBL1"", ""CFAP221"", ""ROBO2"", ""EFHC2"", ""WASF3"", ""AK7"", ""BSG"", ""SERPINF1"", ""IQCG"", ""DNAAF1"", ""GRM7"", ""CCDC39"", ""CFAP46"", ""ODF2"", 
""NPHP1"", ""CFAP69"", ""TMEM67"", ""RNF157"", ""LRGUK"", ""MNS1"", ""DNM3"", ""NEDD4L"", ""RAB3IP"", ""DNAI2"", ""BBOF1"", ""SEMA3E"", ""EVI5"", ""HECW1"", ""WHRN"", ""CEP126"", ""CFAP206"", ""CFAP100"", ""DSCAM"", ""TIAM1"", ""PRNP"", ""TANC2"", ""ITGA6"", ""CFAP161"", ""OCLN"", ""DISC1"", ""MAK"", ""DSCAML1"", ""CCDC57"", ""CFAP74"", ""ULK4"", ""DCC"", ""ARHGEF26"", ""SZT2"", ""ARL13B"", ""CNTNAP2"", ""IFT74"", ""OTX2"", ""AHI1"", ""APC"", ""B9D1"", ""RDX"", ""SPATA6"", ""ACTN2"", ""DIXDC1"", ""MBP"", ""SPAG6"", ""EPHA8"", ""WWTR1"", ""FOLR1"", ""BMP7"", ""MPHOSPH9"", ""MAGI2"", ""B4GALT6"", ""UST"", 
""SPTBN4"", ""CDC14A"", ""WDR19"", ""ANK3"", ""CHRNA7"", ""ODF2L"", ""INTU"", ""IFT172"", ""FGD6"", ""PTK2B"", ""RAB8B"", ""DNAL1"", ""DNAH2"", ""WDPCP"", ""NCAM1"", ""LYPLA2"", ""BBS9"", ""FOXJ1"", ""PIP5K1A"", ""IFT80"", ""STK36"", ""CPLANE1"", ""STYXL1"", ""KLHL1"", ""TTC29"", ""PSEN1"", ""TTC26"", ""WASHC1"", ""CCP110"", ""DNAJB13"", ""EIF4G2"", ""DAW1"", ""SYT1"", ""LCA5"", ""KCNQ1"", ""VEGFA"", ""CDH4"", ""MAP3K13"", ""CDH1"", ""SMO"", ""OSTN"", ""MYO7A"", ""LPAR1"", ""METRN"", ""SPART"", ""CDH2"", ""FNBP1L"", ""MAPK15"", ""RAB17"", ""TTC21A"", ""RIMS2"", ""PLS1"", ""NFE2L2"", ""NSMF"", ""RIPOR2"", 
""WDR35"", ""ARHGAP4"", ""ZMYND10"", ""PRKN"", ""TBC1D30"", ""PTN"", ""SIPA1L1"", ""SEMA3A"", ""TBC1D13"", ""SKIL"", ""DPYSL2"", ""RAB11A"", ""CATIP"", ""PTPRD"", ""PIK3R1"", ""ANKRD27"", ""NTRK2"", ""MAPT"", ""PCM1"", ""ITGB4"", ""GPM6B"", ""UNC5D"", ""FAM161A"", ""CCDC13"", ""EPHA6"", ""ID1"", ""RFX4"", ""FBXW8"", ""RIMS1"", ""TSKU"", ""TCTN1"", ""LYN"", ""GBF1"", ""DZIP1"", ""LIMK2"", ""PTPRO"", ""PRKCZ"", ""STXBP1"", ""ARHGAP35"", ""IFT57"", ""CIB1"", ""ROBO1"", ""DOCK7"", ""IQUB"", ""SDCBP"", ""GAS8"", ""BBS4"", ""MINK1"", ""KIF24"", ""PRKCI"", ""TBC1D19"", ""PDPN"", ""SLC9A3R1"", ""DYNC2LI1"", ""CNTN5"", 
""TSC1"", ""TBC1D14"", ""RSPH1"", ""PTPRS"", ""HERC1"", ""SEMA3C"", ""CFAP157"", ""NRCAM"", ""PPP1R9A"", ""TRAF3IP1"", ""KIRREL3"", ""APP"", ""TTC8"", ""DYNLL1"", ""EPHB2"", ""P3H1"", ""USP6NL"")"
"6","51","51","51","","Cilia","GOBP_CILIUM_ORGANIZATION","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","1.64843308102209e-13","4.64775707194177e-10","0.943632225232838","0.521887916857493","2.04574651086443","309","c(""SPAG17"", ""CFAP54"", ""CFAP43"", ""HYDIN"", ""DNAH7"", ""GALNT11"", ""SPEF2"", ""RFX3"", ""CFAP44"", ""ABLIM1"", ""SPAG16"", ""DNAH5"", ""SPAG1"", ""RPGR"", ""ABCC4"", ""RFX2"", ""CFAP61"", ""CFAP70"", ""DRC1"", ""KIF27"", ""CCDC40"", ""DYNC2H1"", ""DNAI1"", ""ARMC9"", ""DCDC2"", ""JHY"", ""DNAAF4"", ""PIBF1"", ""CFAP47"", ""CFAP52"", ""ARMC2"", ""TEKT1"", ""TTC39C"", ""NME5"", ""CFAP221"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP46"", ""ODF2"", ""CFAP69"", ""TMEM67"", ""LRGUK"", ""MNS1"", ""RAB3IP"", ""DNAI2"", ""BBOF1"", ""EVI5"", ""CEP126"", ""CFAP206"", ""CFAP100"", ""CFAP161"", ""DISC1"", ""MAK"", 
""CCDC57"", ""CFAP74"", ""ARL13B"", ""IFT74"", ""AHI1"", ""B9D1"", ""SPATA6"", ""SPAG6"", ""WWTR1"", ""MPHOSPH9"", ""CDC14A"", ""WDR19"", ""ODF2L"", ""INTU"", ""IFT172"", ""RAB8B"", ""DNAL1"", ""DNAH2"", ""WDPCP"", ""BBS9"", ""FOXJ1"", ""IFT80"", ""STK36"", ""CPLANE1"", ""TTC29"", ""TTC26"", ""CCP110"", ""DNAJB13"", ""DAW1"", ""LCA5"", ""KCNQ1"", ""FNBP1L"", ""MAPK15"", ""RAB17"", ""TTC21A"", ""WDR35"", ""ZMYND10"", ""TBC1D30"", ""TBC1D13"", ""CATIP"", ""PCM1"", ""FAM161A"", ""CCDC13"", ""RFX4"", ""TCTN1"", ""GBF1"", ""DZIP1"", ""LIMK2"", ""ARHGAP35"", ""IFT57"", ""IQUB"", ""GAS8"", ""BBS4"", ""KIF24"", 
""TBC1D19"", ""SLC9A3R1"", ""DYNC2LI1"", ""TBC1D14"", ""RSPH1"", ""CFAP157"", ""TRAF3IP1"", ""TTC8"", ""DYNLL1"", ""USP6NL"", ""RPGRIP1L"", ""RSPH4A"", ""GORAB"", ""WDR11"", ""TTLL1"", ""HSPB11"", ""RILPL1"", ""KIF3B"", ""CFAP298"", ""CLCN4"", ""IFT43"", ""CBY1"", ""SDCCAG8"")"
"7","52","52","52","","Cilia","GOBP_MICROTUBULE_BASED_MOVEMENT","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","1.98592842714167e-08","1.11986504006519e-05","0.73376198835648","0.484975003685988","1.89669854720443","258","c(""DNAH11"", ""AGBL4"", ""SPAG17"", ""CFAP54"", ""CFAP43"", ""DNAH6"", ""HYDIN"", ""DNAH7"", ""SPEF2"", ""RFX3"", ""TMEM108"", ""CFAP44"", ""DNAH14"", ""DNAH9"", ""SPAG16"", ""DNAH5"", ""RPGR"", ""CFAP61"", ""DNAH12"", ""CFAP70"", ""DRC1"", ""TTLL9"", ""KIF27"", ""CCDC40"", ""DYNC2H1"", ""DNAI1"", ""ZBBX"", ""JHY"", ""DNAAF4"", ""CFAP47"", ""CFAP52"", ""ARMC2"", ""TEKT1"", ""STAU2"", ""NME5"", ""KIF9"", ""CFAP221"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP46"", ""CFAP69"", ""MNS1"", ""DNAI2"", ""KTN1"", ""CFAP206"", ""CFAP100"", ""MAK"", ""DNAH3"", ""IFT74"", ""RGN"", ""SPAG6"", ""WDR19"", ""IFT172"", 
""DNAH2"", ""STK36"", ""TTC29"", ""TTC26"", ""KIFC3"", ""NEK10"", ""DAW1"", ""LCA5"", ""DYNLRB2"", ""FLOT2"", ""AP3S2"", ""TTC21A"", ""KIF6"", ""WDR35"", ""ZMYND10"", ""TERF2"", ""FMN2"", ""MAPT"", ""PCM1"", ""KIF26B"", ""DZIP1"", ""PRKCZ"", ""IFT57"", ""CATSPERD"", ""GAS8"", ""BBS4"", ""KIF24"", ""SLC9A3R1"", ""DYNC2LI1"", ""SPG7"", ""CFAP157"", ""NDE1"", ""TRAF3IP1"", ""APP"", ""RSPH4A"", ""ENKUR"", ""TTLL1"", ""KIF21A"", ""MREG"", ""BICDL1"", ""KIF3B"", ""CFAP298"", ""PLTP"")"
"8","55","55","55","","Cilia","GOBP_MICROTUBULE_BUNDLE_FORMATION","GO:0001578","A process that results in a parallel arrangement of microtubules. [GOC:dph]","GO:0001578","A process that results in a parallel arrangement of microtubules. [GOC:dph]","GO:0001578","A process that results in a parallel arrangement of microtubules. [GOC:dph]","GO:0001578","A process that results in a parallel arrangement of microtubules. [GOC:dph]","5.58574159623897e-12","7.87449921529790e-09","0.887074988399873","0.69982666058081","2.58065643829591","78","c(""SPAG17"", ""CFAP43"", ""HYDIN"", ""DNAH7"", ""SPEF2"", ""CFAP44"", ""SPAG16"", ""DNAH5"", ""NCKAP5"", ""SPAG1"", ""DRC1"", ""CCDC40"", ""DNAI1"", ""JHY"", ""DNAAF4"", ""CFAP47"", ""ARMC2"", ""IQCG"", ""DNAAF1"", ""CCDC39"", ""CFAP46"", ""CFAP69"", ""LRGUK"", ""MNS1"", ""DNAI2"", ""CFAP206"", ""CFAP100"", ""CFAP74"", ""SPAG6"", ""DNAL1"", ""DNAH2"", ""FOXJ1"", ""NAV1"", ""TTC26"", ""DNAJB13"", ""DAW1"")"
"9","62","62","62","","Cilia","GOBP_SPERM_FLAGELLUM_ASSEMBLY","GO:0120316","The assembly and organization of the sperm flagellum, the microtubule-based axoneme and associated structures that are part of a sperm flagellum (or cilium). [GOC:krc, PMID:32791035]","GO:0120316","The assembly and organization of the sperm flagellum, the microtubule-based axoneme and associated structures that are part of a sperm flagellum (or cilium). [GOC:krc, PMID:32791035]","GO:0120316","The assembly and organization of the sperm flagellum, the microtubule-based axoneme and associated structures that are part of a sperm flagellum (or cilium). [GOC:krc, PMID:32791035]","GO:0120316","The assembly and organization of the sperm flagellum, the microtubule-based axoneme and associated structures that are part of a sperm flagellum (or cilium). [GOC:krc, PMID:32791035]","3.33951748768568e-05","0.00508960516569177","0.557332238758646","0.759343826834833","2.42571526812931","20","c(""CFAP43"", ""SPEF2"", ""CFAP44"", ""SPAG16"", ""CFAP47"", ""ARMC2"", ""IQCG"", ""CFAP69"", ""MNS1"", ""CFAP206"", ""SPAG6"")"
